,Area,BHK,Bathroom,Locality,Price
462,1200.0,3,2.0,other,25000000
463,600.0,1,2.0,other,7000000
464,1000.0,2,2.0,"DDA Flats Vasant Kunj, Vasant Kunj",17500000
465,1600.0,3,2.0,"Ganga Apartment Sector D Pocket 6, Vasant Kunj",25000000
466,1750.0,4,4.0,Vasant Kunj Sector C,29000000
467,1300.0,3,3.0,"DDA Flats Sector E Pocket 1, Vasant Kunj",21900000
468,550.0,1,2.0,other,7500000
469,2200.0,4,3.0,other,23500000
470,1100.0,2,2.0,Vasant Kunj Sector C,24000000
471,1700.0,3,2.0,Vasant Kunj,31000000
472,1100.0,2,2.0,Vasant Kunj,16500000
473,1000.0,2,2.0,other,5000000
474,1350.0,3,2.0,other,24000000
475,1184.0,2,2.0,"Ganga Apartment Sector D Pocket 6, Vasant Kunj",17000000
476,2000.0,4,2.0,other,40000000
477,3500.0,4,4.0,Vasant Kunj,22500000
478,900.0,3,3.0,Vasant Kunj,20000000
479,4688.0,5,4.0,"The Leela Sky Villas, Patel Nagar",135000000
480,750.0,2,2.0,"J R Designers Floors, Rohini Sector 24",5000000
481,3901.0,4,4.0,"The Leela Sky Villas, Patel Nagar",93000000
482,950.0,3,2.0,"Uttam Nagar Floors, Uttam Nagar",4370000
483,1000.0,3,2.0,"Virat Residency, Dwarka Mor",4620000
484,850.0,2,1.0,"Siddhartha Heights, Dwarka Sector 24",1900000
485,2400.0,4,4.0,"Find Homes, Greater Kailash 2",70000000
486,1350.0,3,2.0,"MTNL Employees House Welfare Society, Dwarka Sector 24",5130000
487,540.0,2,2.0,"Adarsh Homes, Dwarka Mor",3000000
488,1387.0,4,4.0,"Delhi Homes Yojana, Dwarka Sector 24",5890000
489,540.0,2,2.0,"Kushwaha Homes, Uttam Nagar",3300000
490,976.0,2,2.0,"Godrej South Estate, Okhla",24900000
491,1050.0,3,2.0,"The Elite Spire, Dwarka Sector 21",3700000
492,2700.0,4,3.0,"APL Builder Floor, Greater Kailash 1",60000000
493,1500.0,3,2.0,"Kunj Vihar Apartment, Dwarka Sector 12",17400000
494,2900.0,5,5.0,Janakpuri Block A3,51000000
495,5025.0,5,6.0,Greater Kailash 2,170000000
496,1000.0,3,2.0,"Partap Homes, Bhagwati Vihar, Uttam Nagar",5510000
497,1135.0,3,3.0,"The Amaryllis, Karol Bagh",25000000
498,2306.0,3,3.0,"The Leela Sky Villas, Patel Nagar",57000000
499,850.0,2,2.0,"Diamond Heights Multi Estate, Najafgarh",2940000
500,1200.0,3,3.0,"Ashirwad Apartments, Dwarka Sector 12",15500000
501,1700.0,3,2.0,"Sunny Valley Apartments, Dwarka",17200000
502,1800.0,4,3.0,"Vasant Vihar Builder Floor, Vasant Vihar",55000000
503,1100.0,2,2.0,Vasant Kunj,15000000
504,22050.0,4,4.0,Greater Kailash 1,51000000
505,1550.0,4,3.0,Rohini Sector 24,13000000
506,1600.0,3,3.0,Greater Kailash 1,30000000
507,700.0,2,2.0,"Khanpur, Madangir",2400000
508,45.0,4,3.0,"Batla House, Okhla",5500000
509,450.0,2,2.0,"Gandhi Nagar, Shahdara",2900000
510,540.0,5,2.0,"Gandhi Nagar, Shahdara",17000000
511,1350.0,3,3.0,"Gandhi Nagar, Shahdara",25000000
512,2250.0,3,2.0,"Gandhi Nagar, Shahdara",10000000
513,1250.0,2,1.0,other,7500000
514,504.0,3,1.0,"Seelampur, Shahdara",3600000
515,65.0,3,2.0,other,35000000
516,450.0,2,1.0,"Seelampur, Shahdara",6000000
517,1800.0,4,2.0,other,17500000
518,1800.0,4,3.0,other,35000000
519,1530.0,5,2.0,other,10200000
520,1750.0,4,4.0,Vasant Kunj Sector C,29000000
521,2210.0,4,3.0,"Sukhdev Vihar, Okhla",41000000
522,760.0,3,2.0,Geeta Colony,6000000
523,400.0,2,1.0,other,2500000
524,380.0,1,1.0,Geeta Colony,2200000
525,904.1676,2,2.0,other,21500000
526,900.0,4,1.0,"Shastri Park, Shahdara",15000000
527,810.0,5,6.0,Geeta Colony,28900000
528,100.0,3,2.0,Geeta Colony,5500000
529,50.0,2,1.0,"Shastri Park, Shahdara",1950000
530,58.0,2,1.0,Geeta Colony,3800000
531,900.0,2,1.0,other,6200000
532,1650.0,4,3.0,Shahdara,14000000
533,1000.0,2,2.0,Laxmi Nagar,7500000
534,852.0,2,2.0,other,2670000
535,700.0,2,2.0,Shahdara,2500000
536,990.0,3,2.0,Laxmi Nagar,4000000
537,450.0,2,1.0,Laxmi Nagar,3500000
538,1000.0,2,2.0,Laxmi Nagar,5000000
539,1700.0,4,3.0,Saket,29500000
540,1350.0,3,2.0,other,19000000
541,2100.0,4,3.0,Saket,25500000
542,2600.0,4,4.0,Saket,75000000
543,3000.0,4,5.0,Saket,75000000
544,1450.0,3,3.0,"RWA Flats, Saket",34000000
545,2050.0,4,4.0,Saket,47500000
546,3000.0,4,5.0,other,75000000
547,1800.0,3,3.0,other,23000000
548,900.0,3,2.0,"Press Enclave Society, Saket",24000000
549,1500.0,3,2.0,"RWA Flats, Saket",21500000
550,1500.0,3,2.0,Saket,28500000
551,1800.0,4,4.0,other,12500000
552,1674.0,3,3.0,Saket,45000000
553,2025.0,4,3.0,Saket,30500000
554,1300.0,3,3.0,Saket,22500000
555,990.0,3,3.0,"Press Enclave Society, Saket",28000000
556,2100.0,3,4.0,Saket,25000000
557,2250.0,4,4.0,Saket,33700000
558,1500.0,3,3.0,Saket,27000000
559,2700.0,4,4.0,Saket,43500000
560,1700.0,3,3.0,"RWA Flats, Saket",29000000
561,1700.0,3,3.0,Saket,30000000
562,2050.0,4,4.0,Saket,52100000
563,1800.0,3,3.0,Saket,32500000
564,1500.0,3,2.0,Saket,20500000
565,2000.0,4,3.0,Saket,25000000
566,1500.0,3,3.0,Saket,30000000
567,24300.0,4,5.0,Saket,51000000
568,2475.0,4,4.0,Saket,31000000
569,1800.0,3,3.0,Safdarjung Enclave,37500000
570,1300.0,3,3.0,"Arjun Nagar, Safdarjung Enclave",32500000
571,1500.0,3,3.0,Safdarjung Enclave,37500000
572,2100.0,4,4.0,Safdarjung Enclave,55000000
573,1800.0,4,4.0,Safdarjung Enclave,87500000
574,1100.0,2,2.0,Safdarjung Enclave,16300000
575,2035.0,4,4.0,Safdarjung Enclave,65000000
576,1100.0,3,3.0,other,25000000
577,1550.0,3,3.0,Safdarjung Enclave,38000000
578,700.0,2,2.0,Safdarjung Enclave,15000000
579,150.0,2,1.0,"Arjun Nagar, Safdarjung Enclave",2000000
580,540.0,1,1.0,"Arjun Nagar, Safdarjung Enclave",3000000
581,810.0,2,2.0,Krishna Nagar-Safdarjung Enclave,8500000
582,3250.0,4,4.0,other,55000000
583,1600.0,3,3.0,Safdarjung Enclave,22500000
584,4000.0,4,4.0,Safdarjung Enclave,72500000
585,5500.0,6,7.0,Safdarjung Enclave,160000000
586,900.0,3,3.0,Krishna Nagar-Safdarjung Enclave,12500000
587,972.0,2,2.0,Safdarjung Enclave,17000000
588,4150.0,4,4.0,Safdarjung Enclave,82500000
589,2250.0,4,5.0,Safdarjung Enclave,55000000
590,1650.0,3,3.0,Safdarjung Enclave,35000000
591,2610.0,4,4.0,other,42500000
592,600.0,2,2.0,"Arjun Nagar, Safdarjung Enclave",4700000
593,1700.0,4,5.0,Safdarjung Enclave,52500000
594,2250.0,4,4.0,Safdarjung Enclave,80000000
595,880.0,3,2.0,"Arjun Nagar, Safdarjung Enclave",11000000
596,4200.0,4,5.0,Safdarjung Enclave,74000000
597,1450.0,3,3.0,other,37500000
598,2200.0,4,4.0,other,52500000
599,1620.0,3,3.0,other,26000000
600,1078.0,3,2.0,Paschim Vihar,15500000
601,1710.0,3,3.0,"Pushkar Enclave, Paschim Vihar",22000000
602,1150.0,3,3.0,other,21000000
603,450.0,2,2.0,"Paschimpuri, Paschim Vihar",5000000
604,1818.0,3,3.0,Paschim Vihar,22000000
605,1800.0,3,2.0,Paschim Vihar Block B4,26500000
606,780.0,2,2.0,other,8770000
607,405.0,1,1.0,other,4500000
608,900.0,2,3.0,Paschim Vihar,8500000
609,807.2925,2,2.0,other,8600000
610,2700.0,4,3.0,"Guru Harikishan Nagar, Paschim Vihar",42500000
611,1100.0,3,2.0,Paschim Vihar,13100000
612,585.0,2,2.0,"Paschimpuri, Paschim Vihar",7000000
613,2152.78,3,3.0,other,30000000
614,960.0,2,2.0,other,13000000
615,1800.0,4,3.0,other,23100000
616,1100.0,3,2.0,Paschim Vihar,16000000
617,900.0,2,2.0,Paschim Vihar,12500000
618,1620.0,3,3.0,other,24500000
619,378.0,1,1.0,"Paschimpuri, Paschim Vihar",3200000
620,800.0,3,2.0,other,6300000
621,1350.0,3,3.0,"Pushkar Enclave, Paschim Vihar",15000000
622,850.0,3,3.0,other,5700000
623,1580.0,3,2.0,other,21000000
624,820.0,2,3.0,Paschim Vihar,7500000
625,594.0,2,1.0,other,6500000
626,14220.0,3,3.0,Paschim Vihar Block B4,27500000
627,800.0,3,2.0,"Guru Harikishan Nagar, Paschim Vihar",12000000
628,1500.0,3,2.0,other,18000000
629,1600.0,3,3.0,"Ashirwad Apartments, Dwarka",15600000
630,1650.0,3,3.0,"Rajasthan Apartment, Aashirwaad Chowk, Dwarka",15500000
631,1600.0,3,3.0,"Rajasthan Apartment, Aashirwaad Chowk, Dwarka",15200000
632,1900.0,3,3.0,other,25000000
633,1400.0,3,2.0,other,15000000
634,1550.0,3,2.0,other,15800000
635,2000.0,4,3.0,other,31500000
636,1500.0,3,3.0,"Bank Apartments, Aashirwaad Chowk, Dwarka",14000000
637,1550.0,3,2.0,"Aashirwaad Chowk, Dwarka",13200000
638,1600.0,3,2.0,"Bank Apartments, Aashirwaad Chowk, Dwarka",15800000
639,1600.0,3,3.0,other,16200000
640,1800.0,3,2.0,other,15500000
641,1470.0,3,2.0,"Aashirwaad Chowk, Dwarka",14500000
642,1500.0,3,2.0,"Aashirwaad Chowk, Dwarka",14900000
643,1750.0,3,3.0,"Green Heavens Apartment, Aashirwaad Chowk, Dwarka",17200000
644,1650.0,3,3.0,other,18000000
645,1850.0,3,2.0,"Aashirwaad Chowk, Dwarka",15500000
646,1480.0,3,2.0,"Bank Apartments, Aashirwaad Chowk, Dwarka",15800000
647,1214.0,2,2.0,other,12600000
648,1380.0,3,2.0,"Aashirwaad Chowk, Dwarka",15000000
649,1600.0,4,2.0,other,19500000
650,1585.0,3,3.0,other,16600000
651,1700.0,3,3.0,"Aashirwaad Chowk, Dwarka",17200000
652,1200.0,2,2.0,other,13000000
653,1800.0,4,3.0,other,16500000
654,1000.0,2,2.0,other,10700000
655,1500.0,3,2.0,other,16200000
656,1700.0,3,2.0,"Green Heavens Apartment, Aashirwaad Chowk, Dwarka",16500000
657,1750.0,3,2.0,other,14900000
658,2700.0,4,3.0,other,27500000
659,3050.0,5,6.0,Commonwealth Games Village 2010,62500000
660,3405.0,5,5.0,"Common Wealth Games Village, Commonwealth Games Village 2010",70000000
661,1500.0,3,3.0,Commonwealth Games Village 2010,35500000
662,2105.0,3,3.0,"Common Wealth Games Village, Commonwealth Games Village 2010",42100000
663,2500.0,4,5.0,"Project Commonwealth Games Village 2010, Akshardham Temple",42500000
664,2090.0,3,4.0,"Common Wealth Games Village, Commonwealth Games Village 2010",44000000
665,2525.0,4,5.0,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",43200000
666,2500.0,4,4.0,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",52500000
667,2100.0,3,4.0,"Common Wealth Games Village, Commonwealth Games Village 2010",34300000
668,2022.0,3,3.0,"Project Commonwealth Games Village 2010, Akshardham Temple",38000000
669,2650.0,4,5.0,Commonwealth Games Village 2010,52500000
670,1850.0,3,3.0,"Common Wealth Games Village, Commonwealth Games Village 2010",37500000
671,2100.0,3,3.0,"Common Wealth Games Village, Commonwealth Games Village 2010",37000000
672,1700.0,3,4.0,Commonwealth Games Village 2010,40000000
673,2105.0,3,3.0,"Common Wealth Games Village, Commonwealth Games Village 2010",36200000
674,1250.0,2,3.0,"Common Wealth Games Village, Commonwealth Games Village 2010",29000000
675,2552.0,4,5.0,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",42500000
676,3112.0,5,6.0,Commonwealth Games Village 2010,60000000
677,2125.0,3,3.0,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",36500000
678,2065.0,3,4.0,"Common Wealth Games Village, Commonwealth Games Village 2010",42500000
679,3405.0,5,4.0,"Common Wealth Games Village, Commonwealth Games Village 2010",71500000
680,3050.0,5,5.0,"Common Wealth Games Village, Commonwealth Games Village 2010",65000000
681,2300.0,5,6.0,"Common Wealth Games Village, Commonwealth Games Village 2010",58000000
682,1455.0,2,2.0,Commonwealth Games Village 2010,27500000
683,3400.0,5,5.0,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",70000000
684,3100.0,5,5.0,"Common Wealth Games Village, Commonwealth Games Village 2010",65000000
685,1400.0,2,3.0,"Common Wealth Games Village, Commonwealth Games Village 2010",28600000
686,2126.0,3,3.0,"Common Wealth Games Village, Commonwealth Games Village 2010",39000000
687,1815.0,3,3.0,Commonwealth Games Village 2010,32500000
688,1700.0,3,3.0,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",34000000
689,700.0,2,2.0,Alaknanda,16500000
690,980.0,2,2.0,"Shivalik Apartments, Alaknanda",13800000
691,1350.0,3,3.0,"Narmada Apartment, Alaknanda",21000000
692,1800.0,3,3.0,"Gangotri Enclave, Alaknanda",22500000
693,968.751,2,2.0,"Aravali Apartments, Alaknanda",15000000
694,1250.0,3,3.0,"Narmada Apartment, Alaknanda",20000000
695,1800.0,3,3.0,"Aravali Apartments, Alaknanda",20000000
696,1400.0,3,2.0,"Shivalik Apartments, Alaknanda",26000000
697,1000.0,3,3.0,"Narmada Apartment, Alaknanda",19500000
698,1800.0,4,2.0,"Tara Apartment, Alaknanda",21500000
699,1500.0,3,3.0,Alaknanda,26500000
700,1600.0,3,3.0,"Narmada Apartment, Alaknanda",20000000
701,1400.0,3,3.0,"Narmada Apartment, Alaknanda carpet area 1400 sqft status Ready to Move floor Ground out of 3 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park, Main Road society Narmada Apartment car parking 1 Open bathroom 3 balcony 1 ownership Freehold Near Alaknanda Main Market & Greater Kailash Metro Station. A very good 3 bhk flat for sale in rwa Narmada Apartment, delhi south. It is a superb property and offers an excellent view. The flat is unfurnished. It promises a comfortable stay. It is feng shuivaastu compliant, which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a pipedGa. Indeed, the society too has multiple facilities for enjoyment, such as club housecommunity center and fitness centregym etc. It also has rain water harvesting system. It has a super builtUp area of 180 sq. Yards. read more Contact Agent View Phone No. Share Feedback Agent Sulabh Estate",18000000
702,1400.0,3,2.0,Alaknanda,19000000
703,2700.0,4,4.0,Greater Kailash 4 Nri Colony,36500000
704,1100.0,2,2.0,Alaknanda,15000000
705,1200.0,2,2.0,Alaknanda,17500000
706,1400.0,2,2.0,Alaknanda,14000000
707,1500.0,3,3.0,"Project Gangotri Enclave, Alaknanda",21000000
708,1320.0,3,2.0,Alaknanda,15600000
709,1300.0,3,3.0,"Project Gangotri Enclave, Gangotri Enclave, Alaknanda",19000000
710,1150.0,2,2.0,"Narmada Apartment, Alaknanda",16500000
711,1440.0,3,3.0,Alaknanda,19000000
712,1400.0,2,2.0,"Nilgiri Apartment, Alaknanda",16500000
713,450.0,1,1.0,Alaknanda,3000000
714,1300.0,2,2.0,"Yamuna Apartment, Alaknanda",15000000
715,1200.0,2,2.0,"Nilgiri Apartment, Alaknanda",14300000
716,1300.0,3,2.0,"Nilgiri Apartment, Alaknanda",18500000
717,1400.0,3,3.0,"Tara Apartment, Alaknanda carpet area 1400 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park society Tara Apartment car parking 1 Covered, 1 Open bathroom 3 balcony 4 ownership Freehold Near Alaknanda Main Market, Jamia Humderd University & Batra hospital. A very good 3 bhk flat for sale in rwa Tara Apartment, delhi south. It is a superb property and offers an excellent view. The flat is unfurnished. It promises a comfortable stay. It is feng shuivaastu compliant, which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a pipedGa. Indeed, the society too has multiple facilities for enjoyment, such as club housecommunity center and fitness centregym etc. It also has rain water harvesting system. It has a super builtUp area of 180 sq. Yards. Other f read more Contact Agent View Phone No. Share Feedback Agent Sulabh Estate",19000000
718,1400.0,3,3.0,Alaknanda,19000000
719,1500.0,3,2.0,other,13500000
720,1600.0,4,2.0,other,15800000
721,1200.0,10,4.0,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",17000000
722,1600.0,4,2.0,other,15500000
723,1250.0,3,2.0,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",16000000
724,950.0,2,2.0,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",12900000
725,1200.0,3,3.0,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",13500000
726,1400.0,4,2.0,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",17800000
727,950.0,2,2.0,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",13200000
728,1350.0,3,3.0,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",14000000
729,1550.0,4,2.0,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",17500000
730,1300.0,3,2.0,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",17000000
731,1000.0,2,2.0,"DDA Flats Sarita Vihar, Sarita Vihar Pocket K",13000000
732,1500.0,3,3.0,"DDA Flats Sarita Vihar, Sarita Vihar Pocket K",17000000
733,950.0,2,2.0,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",12700000
734,1200.0,3,2.0,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",13500000
735,1400.0,4,2.0,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",17400000
736,1500.0,4,2.0,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",17800000
737,1050.0,2,2.0,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",12700000
738,1550.0,4,2.0,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",16200000
739,950.0,2,2.0,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",11100000
740,1150.0,2,2.0,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",13600000
741,1150.0,2,2.0,"DDA Flats Sarita Vihar, Sarita Vihar Pocket K",13100000
742,1150.0,2,2.0,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",12500000
743,1500.0,3,2.0,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",13600000
744,1800.0,4,4.0,"Sidharth Enclave, Kilokri, Ring Road",12000000
745,1300.0,3,3.0,"Sidharth Enclave, Kilokri, Ring Road",20000000
746,1150.0,2,2.0,other,13500000
747,1500.0,3,2.0,other,14000000
748,1150.0,2,2.0,other,10800000
749,900.0,3,2.0,"New Manglapuri, Sultanpur",9000000
750,1150.0,3,2.0,"New Manglapuri, Sultanpur",6300000
751,1000.0,3,3.0,Sultanpur Extension,5500000
752,450.0,1,1.0,"New Manglapuri, Sultanpur",2350000
753,1350.0,3,3.0,Sultanpur,8500000
754,445.0,1,2.0,Sultanpur Extension,1650000
755,1200.0,2,2.0,"Manglapuri, Sultanpur",10000000
756,50.0,1,1.0,"Indra Park Palam, Manglapuri",1500000
757,1100.0,2,2.0,other,2800000
758,700.0,2,2.0,Sultanpur Extension,2600000
759,500.0,1,1.0,"New Manglapuri, Sultanpur",2350000
760,540.0,1,1.0,Sultanpur Extension,2350000
761,450.0,1,1.0,Sultanpur,2000000
762,800.0,2,2.0,Sultanpur,5000000
763,700.0,2,2.0,"New Manglapuri, Sultanpur",3500000
764,750.0,2,2.0,Sultanpur,4500000
765,750.0,2,2.0,Sultanpur,4000000
766,1600.0,3,3.0,"New Manglapuri, Sultanpur",10800000
767,1000.0,3,2.0,"New Manglapuri, Sultanpur",10000000
768,1600.0,3,3.0,"New Manglapuri, Sultanpur",10800000
769,900.0,3,2.0,"Manglapuri, Sultanpur",9000000
770,1700.0,3,3.0,"New Manglapuri, Sultanpur",8500000
771,1100.0,3,2.0,"New Manglapuri, Sultanpur",6000000
772,1000.0,3,3.0,"New Manglapuri, Sultanpur",5500000
773,1000.0,3,2.0,"Manglapuri, Sultanpur",7000000
774,1100.0,3,2.0,Sultanpur,6000000
775,765.0,3,2.0,"Manglapuri, Sultanpur",3700000
776,900.0,2,2.0,"Indra Park Palam, Manglapuri",3100000
777,600.0,2,2.0,Sultanpur,4500000
778,360.0,1,1.0,"Indra Park Palam, Manglapuri",1500000
779,950.0,3,2.0,Chhattarpur,7090000
780,3600.0,2,2.0,other,4500000
781,1305.0,4,3.0,"JVTS Gardens, Chhattarpur",5500000
782,1800.0,3,4.0,Chhattarpur,63000000
783,950.0,3,2.0,Chhattarpur,6990000
784,800.0,2,2.0,Chhattarpur,4400000
785,1800.0,4,4.0,Chhattarpur Enclave Phase2,12500000
786,800.0,2,2.0,Chhattarpur,3000000
787,675.0,2,2.0,Chhattarpur,2800000
788,1175.0,3,3.0,"JVTS Gardens, Chhattarpur",5000000
789,1500.0,3,3.0,Chhattarpur,6000000
790,810.0,2,2.0,Chhattarpur,4500000
791,630.0,2,2.0,Chhattarpur Enclave Phase2,2800000
792,650.0,2,2.0,Chhattarpur,2500000
793,1800.0,4,4.0,Chhattarpur Enclave Phase2,8500000
794,725.0,2,2.0,Chhattarpur,3000000
795,900.0,3,2.0,Chhattarpur,4900000
796,750.0,2,2.0,Chhattarpur,3500000
797,700.0,2,2.0,Chhattarpur Enclave Phase2,3000000
798,950.0,3,2.0,Chhattarpur,7020000
799,1600.0,3,4.0,other,60000000
800,900.0,2,2.0,Chhattarpur,3500000
801,1500.0,3,3.0,Chhattarpur,7000000
802,500.0,2,1.0,Chhattarpur Enclave Phase2,7000000
803,1035.0,3,3.0,Chhattarpur Enclave Phase2,4500000
804,825.0,3,2.0,other,5990000
805,1300.0,3,3.0,Chhattarpur,4400000
806,765.0,2,2.0,Chhattarpur,2500000
807,580.0,1,1.0,Chhattarpur Enclave Phase2,1600000
808,1750.0,3,3.0,Chhattarpur Enclave Phase2,6500000
809,650.0,2,2.0,Mehrauli,2750000
810,405.0,1,1.0,Mehrauli,1500000
811,675.0,2,1.0,Mehrauli,2200000
812,850.0,2,2.0,Mehrauli,2800000
813,800.0,3,3.0,Mehrauli,4500000
814,405.0,1,1.0,Mehrauli,1800000
815,1350.0,3,3.0,Mehrauli,8500000
816,1350.0,3,3.0,Mehrauli,8500000
817,450.0,1,1.0,Mehrauli,1700000
818,1300.0,3,3.0,other,7000000
819,1050.0,3,2.0,Mehrauli,5600000
820,1675.0,4,3.0,Mehrauli,13500000
821,1250.0,3,3.0,Mehrauli,8500000
822,1080.0,3,3.0,Mehrauli,6000000
823,1170.0,3,3.0,"Andheria Mor, Mehrauli",7200000
824,1250.0,3,2.0,other,6500000
825,1500.0,3,3.0,"Andheria Mor, Mehrauli",8400000
826,1350.0,3,3.0,Mehrauli,8500000
827,855.0,2,2.0,Mehrauli,4000000
828,540.0,1,1.0,Mehrauli,1700000
829,1044.0983,3,2.0,Mehrauli,6000000
830,405.0,1,1.0,Mehrauli,1600000
831,500.0,1,2.0,Mehrauli,2100000
832,450.0,1,1.0,Mehrauli,1700000
833,405.0,1,1.0,"Andheria Mor, Mehrauli",1500000
834,405.0,1,1.0,Mehrauli,1200000
835,450.0,1,1.0,other,1650000
836,173.0,2,2.0,Mehrauli,3500000
837,1100.0,3,2.0,Mehrauli,8500000
838,600.0,2,2.0,Mehrauli,3200000
839,800.0,3,2.0,Mahavir Enclave,4400000
840,990.0,4,3.0,Mahavir Enclave Part 1,7200000
841,1100.0,3,2.0,Mahavir Enclave Part 1,7500000
842,1100.0,3,2.0,Mahavir Enclave,6500000
843,527.0,2,2.0,Mahavir Enclave Part 1,3500000
844,1000.0,2,2.0,other,6500000
845,1000.0,3,2.0,Mahavir Enclave Part 1,6200000
846,450.0,1,1.0,Mahavir Enclave Part 1,2500000
847,600.0,2,2.0,Mahavir Enclave,3000000
848,950.0,3,2.0,Mahavir Enclave Part 1,6000000
849,855.0,3,2.0,Mahavir Enclave Part 1,4800000
850,770.0,2,2.0,Mahavir Enclave,3790000
851,810.0,3,2.0,Mahavir Enclave,4200000
852,710.0,2,2.0,Mahavir Enclave,2900000
853,950.0,3,2.0,Mahavir Enclave Part 1,5000000
854,450.0,1,1.0,Mahavir Enclave Part 1,2100000
855,500.0,2,2.0,Mahavir Enclave Part 1,3200000
856,600.0,2,1.0,Mahavir Enclave Part 1,3000000
857,420.0,1,1.0,Mahavir Enclave Part 1,2300000
858,900.0,3,2.0,Mahavir Enclave Part 1,5900000
859,945.0,3,2.0,Mahavir Enclave Part 1,5500000
860,565.0,2,2.0,other,3500000
861,450.0,2,1.0,Mahavir Enclave Part 3,1700000
862,430.0,1,1.0,Mahavir Enclave,1850000
